"Step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MAX","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MAX"
"133","502400","502400","502400","502400","502400","502400","502400","502400","502400","502400","502400","502400","928000","928000","928000","502400","502400","502400","502400","502400","502400","502400","502400","502400"
"134","505600","505600","505600","505600","505600","505600","505600","505600","505600","505600","505600","505600","934400","934400","934400","505600","505600","505600","505600","505600","505600","505600","505600","505600"
"135","508800","508800","508800","508800","508800","508800","508800","508800","508800","508800","508800","508800","940800","940800","940800","508800","508800","508800","508800","508800","508800","508800","508800","508800"
"136","512000","512000","512000","512000","512000","512000","512000","512000","512000","512000","512000","512000","947200","947200","947200","512000","512000","512000","512000","512000","512000","512000","512000","512000"
"137","515200","515200","515200","515200","515200","515200","515200","515200","515200","515200","515200","515200","953600","953600","953600","515200","515200","515200","515200","515200","515200","515200","515200","515200"
"138","518400","518400","518400","518400","518400","518400","518400","518400","518400","518400","518400","518400","960000","960000","960000","518400","518400","518400","518400","518400","518400","518400","518400","518400"
"139","521600","521600","521600","521600","521600","521600","521600","521600","521600","521600","521600","521600","966400","966400","966400","521600","521600","521600","521600","521600","521600","521600","521600","521600"
"140","524800","524800","524800","524800","524800","524800","524800","524800","524800","524800","524800","524800","972800","972800","972800","524800","524800","524800","524800","524800","524800","524800","524800","524800"
"141","528000","528000","528000","528000","528000","528000","528000","528000","528000","528000","528000","528000","979200","979200","979200","528000","528000","528000","528000","528000","528000","528000","528000","528000"
"142","531200","531200","531200","531200","531200","531200","531200","531200","531200","531200","531200","531200","985600","985600","985600","531200","531200","531200","531200","531200","531200","531200","531200","531200"
"143","534400","534400","534400","534400","534400","534400","534400","534400","534400","534400","534400","534400","992000","992000","992000","534400","534400","534400","534400","534400","534400","534400","534400","534400"
"144","537600","537600","537600","537600","537600","537600","537600","537600","537600","537600","537600","537600","998400","998400","998400","537600","537600","537600","537600","537600","537600","537600","537600","537600"
"145","540800","540800","540800","540800","540800","540800","540800","540800","540800","540800","540800","540800","1004800","1004800","1004800","540800","540800","540800","540800","540800","540800","540800","540800","540800"
"146","544000","544000","544000","544000","544000","544000","544000","544000","544000","544000","544000","544000","1011200","1011200","1011200","544000","544000","544000","544000","544000","544000","544000","544000","544000"
"147","547200","547200","547200","547200","547200","547200","547200","547200","547200","547200","547200","547200","1017600","1017600","1017600","547200","547200","547200","547200","547200","547200","547200","547200","547200"
"148","550400","550400","550400","550400","550400","550400","550400","550400","550400","550400","550400","550400","1024000","1024000","1024000","550400","550400","550400","550400","550400","550400","550400","550400","550400"
"149","553600","553600","553600","553600","553600","553600","553600","553600","553600","553600","553600","553600","1030400","1030400","1030400","553600","553600","553600","553600","553600","553600","553600","553600","553600"
"150","556800","556800","556800","556800","556800","556800","556800","556800","556800","556800","556800","556800","1036800","1036800","1036800","556800","556800","556800","556800","556800","556800","556800","556800","556800"
"151","560000","560000","560000","560000","560000","560000","560000","560000","560000","560000","560000","560000","1043200","1043200","1043200","560000","560000","560000","560000","560000","560000","560000","560000","560000"
"152","563200","563200","563200","563200","563200","563200","563200","563200","563200","563200","563200","563200","1049600","1049600","1049600","563200","563200","563200","563200","563200","563200","563200","563200","563200"
"153","566400","566400","566400","566400","566400","566400","566400","566400","566400","566400","566400","566400","1056000","1056000","1056000","566400","566400","566400","566400","566400","566400","566400","566400","566400"
"154","569600","569600","569600","569600","569600","569600","569600","569600","569600","569600","569600","569600","1062400","1062400","1062400","569600","569600","569600","569600","569600","569600","569600","569600","569600"
"155","572800","572800","572800","572800","572800","572800","572800","572800","572800","572800","572800","572800","1068800","1068800","1068800","572800","572800","572800","572800","572800","572800","572800","572800","572800"
"156","576000","576000","576000","576000","576000","576000","576000","576000","576000","576000","576000","576000","1075200","1075200","1075200","576000","576000","576000","576000","576000","576000","576000","576000","576000"
"157","579200","579200","579200","579200","579200","579200","579200","579200","579200","579200","579200","579200","1081600","1081600","1081600","579200","579200","579200","579200","579200","579200","579200","579200","579200"
"158","582400","582400","582400","582400","582400","582400","582400","582400","582400","582400","582400","582400","1088000","1088000","1088000","582400","582400","582400","582400","582400","582400","582400","582400","582400"
"159","585600","585600","585600","585600","585600","585600","585600","585600","585600","585600","585600","585600","1094400","1094400","1094400","585600","585600","585600","585600","585600","585600","585600","585600","585600"
"160","588800","588800","588800","588800","588800","588800","588800","588800","588800","588800","588800","588800","1100800","1100800","1100800","588800","588800","588800","588800","588800","588800","588800","588800","588800"
"161","592000","592000","592000","592000","592000","592000","592000","592000","592000","592000","592000","592000","1107200","1107200","1107200","592000","592000","592000","592000","592000","592000","592000","592000","592000"
"162","595200","595200","595200","595200","595200","595200","595200","595200","595200","595200","595200","595200","1113600","1113600","1113600","595200","595200","595200","595200","595200","595200","595200","595200","595200"
"163","598400","598400","598400","598400","598400","598400","598400","598400","598400","598400","598400","598400","1120000","1120000","1120000","598400","598400","598400","598400","598400","598400","598400","598400","598400"
"164","601600","601600","601600","601600","601600","601600","601600","601600","601600","601600","601600","601600","1126400","1126400","1126400","601600","601600","601600","601600","601600","601600","601600","601600","601600"
"165","604800","604800","604800","604800","604800","604800","604800","604800","604800","604800","604800","604800","1132800","1132800","1132800","604800","604800","604800","604800","604800","604800","604800","604800","604800"
"166","608000","608000","608000","608000","608000","608000","608000","608000","608000","608000","608000","608000","1139200","1139200","1139200","608000","608000","608000","608000","608000","608000","608000","608000","608000"
"167","611200","611200","611200","611200","611200","611200","611200","611200","611200","611200","611200","611200","1145600","1145600","1145600","611200","611200","611200","611200","611200","611200","611200","611200","611200"
"168","614400","614400","614400","614400","614400","614400","614400","614400","614400","614400","614400","614400","1152000","1152000","1152000","614400","614400","614400","614400","614400","614400","614400","614400","614400"
"169","617600","617600","617600","617600","617600","617600","617600","617600","617600","617600","617600","617600","1158400","1158400","1158400","617600","617600","617600","617600","617600","617600","617600","617600","617600"
"170","620800","620800","620800","620800","620800","620800","620800","620800","620800","620800","620800","620800","1164800","1164800","1164800","620800","620800","620800","620800","620800","620800","620800","620800","620800"
"171","624000","624000","624000","624000","624000","624000","624000","624000","624000","624000","624000","624000","1171200","1171200","1171200","624000","624000","624000","624000","624000","624000","624000","624000","624000"
"172","627200","627200","627200","627200","627200","627200","627200","627200","627200","627200","627200","627200","1177600","1177600","1177600","627200","627200","627200","627200","627200","627200","627200","627200","627200"
"173","630400","630400","630400","630400","630400","630400","630400","630400","630400","630400","630400","630400","1184000","1184000","1184000","630400","630400","630400","630400","630400","630400","630400","630400","630400"
"174","633600","633600","633600","633600","633600","633600","633600","633600","633600","633600","633600","633600","1190400","1190400","1190400","633600","633600","633600","633600","633600","633600","633600","633600","633600"
"175","636800","636800","636800","636800","636800","636800","636800","636800","636800","636800","636800","636800","1196800","1196800","1196800","636800","636800","636800","636800","636800","636800","636800","636800","636800"
"176","640000","640000","640000","640000","640000","640000","640000","640000","640000","640000","640000","640000","1203200","1203200","1203200","640000","640000","640000","640000","640000","640000","640000","640000","640000"
"177","643200","643200","643200","643200","643200","643200","643200","643200","643200","643200","643200","643200","1209600","1209600","1209600","643200","643200","643200","643200","643200","643200","643200","643200","643200"
"178","646400","646400","646400","646400","646400","646400","646400","646400","646400","646400","646400","646400","1216000","1216000","1216000","646400","646400","646400","646400","646400","646400","646400","646400","646400"
"179","649600","649600","649600","649600","649600","649600","649600","649600","649600","649600","649600","649600","1222400","1222400","1222400","649600","649600","649600","649600","649600","649600","649600","649600","649600"
"180","652800","652800","652800","652800","652800","652800","652800","652800","652800","652800","652800","652800","1228800","1228800","1228800","652800","652800","652800","652800","652800","652800","652800","652800","652800"
"181","656000","656000","656000","656000","656000","656000","656000","656000","656000","656000","656000","656000","1235200","1235200","1235200","656000","656000","656000","656000","656000","656000","656000","656000","656000"
"182","659200","659200","659200","659200","659200","659200","659200","659200","659200","659200","659200","659200","1241600","1241600","1241600","659200","659200","659200","659200","659200","659200","659200","659200","659200"
"183","662400","662400","662400","662400","662400","662400","662400","662400","662400","662400","662400","662400","1248000","1248000","1248000","662400","662400","662400","662400","662400","662400","662400","662400","662400"
"184","665600","665600","665600","665600","665600","665600","665600","665600","665600","665600","665600","665600","1254400","1254400","1254400","665600","665600","665600","665600","665600","665600","665600","665600","665600"
"185","668800","668800","668800","668800","668800","668800","668800","668800","668800","668800","668800","668800","1260800","1260800","1260800","668800","668800","668800","668800","668800","668800","668800","668800","668800"
"186","672000","672000","672000","672000","672000","672000","672000","672000","672000","672000","672000","672000","1267200","1267200","1267200","672000","672000","672000","672000","672000","672000","672000","672000","672000"
"187","675200","675200","675200","675200","675200","675200","675200","675200","675200","675200","675200","675200","1273600","1273600","1273600","675200","675200","675200","675200","675200","675200","675200","675200","675200"
"188","678400","678400","678400","678400","678400","678400","678400","678400","678400","678400","678400","678400","1280000","1280000","1280000","678400","678400","678400","678400","678400","678400","678400","678400","678400"
"189","681600","681600","681600","681600","681600","681600","681600","681600","681600","681600","681600","681600","1286400","1286400","1286400","681600","681600","681600","681600","681600","681600","681600","681600","681600"
"190","684800","684800","684800","684800","684800","684800","684800","684800","684800","684800","684800","684800","1292800","1292800","1292800","684800","684800","684800","684800","684800","684800","684800","684800","684800"
"191","688000","688000","688000","688000","688000","688000","688000","688000","688000","688000","688000","688000","1299200","1299200","1299200","688000","688000","688000","688000","688000","688000","688000","688000","688000"
"192","691200","691200","691200","691200","691200","691200","691200","691200","691200","691200","691200","691200","1305600","1305600","1305600","691200","691200","691200","691200","691200","691200","691200","691200","691200"
"193","694400","694400","694400","694400","694400","694400","694400","694400","694400","694400","694400","694400","1312000","1312000","1312000","694400","694400","694400","694400","694400","694400","694400","694400","694400"
"194","697600","697600","697600","697600","697600","697600","697600","697600","697600","697600","697600","697600","1318400","1318400","1318400","697600","697600","697600","697600","697600","697600","697600","697600","697600"
